City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,qui nhon,13.7667,109.2333,83.55,68,100,6.73,VN,1623026347
366,anshun,26.25,105.9333,70.75,61,99,3.98,CN,1623026348
367,limon,10.0,-83.0333,84.09,74,0,5.75,CR,1623026348
368,verkhnyaya sysert,56.4372,60.75,48.0,64,10,5.35,RU,1623026349
369,kaz,52.9113,87.3105,54.99,83,12,2.75,RU,1623026349
370,christchurch,-43.5333,172.6333,50.92,95,90,3.0,NZ,1623026350
371,george,-33.963,22.4617,69.35,23,0,13.8,ZA,1623026350
372,kyra,49.5776,111.9753,68.9,37,100,7.72,RU,1623026350
373,hoquiam,46.9809,-123.8893,58.01,64,75,18.41,US,1623026351
374,paita,-5.0892,-81.1144,68.14,81,100,14.32,PE,1623026351
375,kavieng,-2.5744,150.7967,83.32,71,12,6.08,PG,1623026352
376,buchanan,5.8808,-10.0467,75.2,94,75,6.02,LR,1623026352
377,naryan-mar,67.6713,53.087,36.03,64,100,13.0,RU,1623026353
378,orange cove,36.6244,-119.3137,98.62,11,43,9.46,US,1623026353
379,shaki,41.0833,47.1667,62.91,93,87,6.13,AZ,1623026354
380,kruisfontein,-34.0033,24.7314,55.36,25,0,8.7,ZA,1623026354
381,saint anthony,45.0205,-93.218,91.54,37,1,5.01,US,1623026355
382,tadine,-21.55,167.8833,72.95,62,100,12.86,NC,1623026355
383,macapa,0.0389,-51.0664,82.38,83,75,6.91,BR,1623026356
384,binche,50.4115,4.1647,56.43,88,1,5.57,BE,1623026356
385,pushkino,56.0172,37.8667,59.0,94,20,2.24,RU,1623026357
386,darhan,49.4867,105.9228,44.22,91,100,11.18,MN,1623026357
387,marsabit,2.3284,37.9899,60.93,85,18,16.98,KE,1623026357
388,kangaba,11.9333,-8.4167,85.14,43,1,1.66,ML,1623026358
389,korla,41.7597,86.1469,74.77,32,48,10.02,CN,1623026358
390,eureka,40.8021,-124.1637,62.37,70,100,5.99,US,1623026359
391,portland,45.5234,-122.6762,63.18,65,90,1.99,US,1623026319
392,hadsten,56.3282,10.0493,59.0,88,75,3.44,DK,1623026359
393,neuquen,-38.9516,-68.0591,46.29,76,0,0.0,AR,1623026355
394,rio grande,-32.035,-52.0986,48.2,93,100,2.3,BR,1623026360
395,coquimbo,-29.9533,-71.3436,55.13,87,90,2.55,CL,1623026361
396,saint-joseph,-21.3667,55.6167,73.4,78,90,19.57,RE,1623026361
397,walvis bay,-22.9575,14.5053,72.55,24,0,13.8,NA,1623026362
398,moussoro,13.6408,16.4901,87.94,35,38,3.83,TD,1623026362
399,raudeberg,61.9875,5.1352,50.86,95,16,8.43,NO,1623026363
400,oktyabrskiy,54.4815,53.471,54.88,77,1,1.23,RU,1623026363
401,tariba,7.8188,-72.2243,73.96,99,100,1.83,VE,1623026364
402,hambantota,6.1241,81.1185,75.2,100,0,3.44,LK,1623026364
403,pontianak,-0.0333,109.3333,76.98,94,20,3.87,ID,1623026364
404,alofi,-19.0595,-169.9187,78.69,65,6,6.91,NU,1623026365
405,havre-saint-pierre,50.2334,-63.5986,52.39,62,1,5.75,CA,1623026365
406,valkeakoski,61.2642,24.0312,54.99,88,7,3.27,FI,1623026366
407,bonthe,7.5264,-12.505,79.47,88,100,7.85,SL,1623026366
408,inirida,3.8653,-67.9239,73.78,98,39,3.02,CO,1623026367
409,mahebourg,-20.4081,57.7,73.69,78,40,8.05,MU,1623026367
410,curup,-3.4667,102.5333,72.09,85,36,1.95,ID,1623026368
411,tokmak,47.2514,35.7058,55.18,90,100,5.95,UA,1623026368
412,la ronge,55.1001,-105.2842,64.65,48,75,8.05,CA,1623026369
413,onverwacht,5.5833,-55.1833,76.86,100,40,0.67,SR,1623026369
414,suntar,62.1444,117.6319,54.25,32,4,15.86,RU,1623026370
415,tessalit,20.1986,1.0114,91.62,11,0,6.4,ML,1623026370
416,geraldton,-28.7667,114.6,57.61,77,100,16.46,AU,1623026370
417,hobyo,5.3505,48.5268,78.4,83,15,19.57,SO,1623026371
418,bull savanna,17.8868,-77.5902,77.32,76,6,10.38,JM,1623026371
419,antalaha,-14.9003,50.2788,70.56,87,26,8.77,MG,1623026372
420,baruun-urt,46.6806,113.2792,74.48,36,41,15.14,MN,1623026372
421,comodoro rivadavia,-45.8667,-67.5,49.86,53,0,17.27,AR,1623026373
422,kempsey,-31.0833,152.8333,61.45,66,9,1.99,AU,1623026172
423,yatou,37.15,122.3833,73.92,62,94,10.29,CN,1623026373
424,alice springs,-23.7,133.8833,58.55,47,0,4.05,AU,1623026374
425,lakes entrance,-37.8811,147.981,57.99,72,99,1.01,AU,1623026374
426,kichmengskiy gorodok,59.9816,45.7854,55.74,91,67,6.24,RU,1623026375
427,simbahan,6.3032,120.5836,82.87,73,100,4.7,PH,1623026375
428,magistralnyy,56.1725,107.4458,56.28,40,100,2.84,RU,1623026376
429,soplaviento,10.3931,-75.1408,84.13,85,100,3.71,CO,1623026376
430,port hawkesbury,45.6169,-61.3485,53.19,87,1,1.01,CA,1623026097
431,drumheller,51.4617,-112.7101,69.13,28,100,3.44,CA,1623026377
432,aban,56.67,96.06,55.38,76,100,15.37,RU,1623026377
433,bud,39.447,-86.1758,78.78,91,100,8.61,US,1623026378
434,kajaani,64.2273,27.7285,53.65,66,0,9.22,FI,1623026378
435,mount isa,-20.7333,139.5,69.57,40,0,8.05,AU,1623026378
436,okakarara,-20.5833,17.4333,43.38,63,0,7.49,NA,1623026379
437,cayenne,4.9333,-52.3333,78.1,89,90,3.89,GF,1623026379
438,mwinilunga,-11.7358,24.4293,50.85,84,100,4.34,ZM,1623026380
439,nuqui,5.7125,-77.2708,78.04,89,100,4.7,CO,1623026380
440,deming,32.2687,-107.7586,94.89,7,1,23.02,US,1623026381
441,sompeta,18.9333,84.6,85.95,76,99,12.19,IN,1623026382
442,chara,56.9064,118.2631,50.77,80,100,7.83,RU,1623026382
443,talnakh,69.4865,88.3972,31.77,95,100,5.68,RU,1623026382
444,riyadh,24.6877,46.7219,91.54,15,0,3.44,SA,1623026135
445,sao filipe,14.8961,-24.4956,75.02,72,13,14.9,CV,1623026383
446,taiobeiras,-15.8078,-42.2331,63.39,87,100,4.03,BR,1623026384
447,bani walid,31.7566,13.9942,74.57,32,25,7.7,LY,1623026384
448,strezhevoy,60.7333,77.5889,46.4,71,0,4.47,RU,1623026385
449,sayyan,15.1718,44.3244,63.34,53,30,3.2,YE,1623026385
450,vila velha,-20.3297,-40.2925,73.0,88,0,2.3,BR,1623026386
451,hajnowka,52.7433,23.5812,55.78,75,12,1.01,PL,1623026386
452,znamenskoye,57.1281,73.8282,58.41,72,47,5.26,RU,1623026387
453,whangamata,-37.2,175.8667,64.09,86,100,20.62,NZ,1623026387
454,lakatoro,-16.0999,167.4164,78.35,72,98,13.02,VU,1623026387
455,vokhtoga,58.8147,41.0461,54.36,73,9,2.62,RU,1623026388
456,sobolevo,54.4299,31.8996,53.64,91,87,5.35,RU,1623026388
457,trelew,-43.249,-65.3051,47.79,52,37,16.82,AR,1623026111
458,wajid,3.8093,43.2471,72.7,77,7,17.76,SO,1623026389
459,digapahandi,19.3667,84.5833,86.9,66,100,3.65,IN,1623026389
460,pomabamba,-8.8333,-77.4667,50.43,85,99,1.66,PE,1623026390
461,orlik,52.5178,99.825,44.44,56,15,3.22,RU,1623026390
462,lukovetskiy,64.2956,41.9211,35.58,68,9,7.25,RU,1623026391
463,poddorye,57.4695,31.1156,56.8,85,34,4.5,RU,1623026391
464,maceio,-9.6658,-35.7353,72.84,94,0,4.25,BR,1623026379
465,trincomalee,8.5711,81.2335,80.85,79,95,16.44,LK,1623026392
466,wonthaggi,-38.6044,145.5913,61.2,63,100,22.48,AU,1623026392
467,arzachena,41.0769,9.3887,66.2,77,0,13.8,IT,1623026393
468,puerto quijarro,-17.7833,-57.7667,77.31,47,7,1.3,BO,1623026393
469,maltahohe,-24.8333,16.9833,47.19,48,6,8.77,NA,1623026394
470,plettenberg bay,-34.0527,23.3716,68.59,29,4,13.71,ZA,1623026394
471,beloha,-25.1667,45.05,60.73,76,2,12.39,MG,1623026395
472,whitianga,-36.8333,175.7,59.02,89,100,19.39,NZ,1623026395
473,maniwaki,46.3834,-75.966,84.58,58,99,4.5,CA,1623026396
474,tawau,4.2498,117.8871,80.6,83,20,1.07,MY,1623026397
475,yar-sale,66.8333,70.8333,37.72,66,73,11.59,RU,1623026397
476,asau,46.4333,26.4,56.39,78,37,5.19,RO,1623026398
477,erzin,36.9559,36.2,69.01,61,0,1.97,TR,1623026398
478,atar,20.5169,-13.0499,92.44,15,7,18.43,MR,1623026399
479,noyabrsk,63.1994,75.4507,41.02,54,5,6.85,RU,1623026399
480,ust-nera,64.5667,143.2,62.04,68,100,7.02,RU,1623026399
481,zhifang,30.35,114.3167,82.38,57,100,4.65,CN,1623026400
482,maxixe,-23.8597,35.3472,65.59,77,55,9.75,MZ,1623026400
483,baghdad,33.3406,44.4009,84.11,23,0,13.31,IQ,1623026287
484,ler,8.3018,30.1418,74.39,83,92,3.62,SS,1623026402
485,stokmarknes,68.5646,14.9108,57.0,59,100,5.99,NO,1623026402
486,yumen,40.2833,97.2,62.76,13,100,13.56,CN,1623026403
487,miranda,3.2499,-76.2281,69.93,96,100,3.44,CO,1623026403
488,igatpuri,19.7,73.55,73.67,86,22,5.3,IN,1623026404
489,haian,32.5436,120.45,82.99,56,100,10.54,CN,1623026404
490,jitra,6.2681,100.4217,76.89,100,20,2.3,MY,1623026405
491,minsk,53.9,27.5667,56.95,91,16,6.67,BY,1623026360
492,qarchi gak,37.04,66.7889,94.1,24,0,18.05,AF,1623026405
493,saint-louis,16.3333,-15.0,96.44,19,0,6.91,SN,1623026406
494,ust-tsilma,65.441,52.1498,38.34,64,73,7.7,RU,1623026406
495,uddevalla,58.3478,11.9424,57.2,88,90,4.61,SE,1623026407
496,bryukhovetskaya,45.806,38.9996,54.7,92,100,8.43,RU,1623026407
497,lewisporte,49.2499,-55.0482,45.14,82,100,3.36,CA,1623026408
498,smithers,54.7804,-127.1743,59.0,47,75,12.66,CA,1623026408
499,spencer,43.1414,-95.1444,88.74,42,1,21.85,US,1623026409
500,santiago de cao,-7.9589,-79.2392,66.2,88,90,5.75,PE,1623026409
501,tchollire,8.4022,14.1698,74.17,77,100,3.33,CM,1623026409
502,kichera,55.9375,110.0997,54.81,53,100,4.59,RU,1623026112
503,araouane,18.9048,-3.5265,93.56,19,0,3.69,ML,1623026410
504,adre,13.4667,22.2,80.73,46,38,5.57,TD,1623026411
505,zelenoborsk,61.4669,64.0333,46.2,46,99,6.06,RU,1623026411
506,greymouth,-42.4667,171.2,53.87,86,100,6.26,NZ,1623026411
507,fujin,47.26,132.0322,71.35,50,6,7.56,CN,1623026412
508,talara,-4.5772,-81.2719,68.04,84,100,12.93,PE,1623026412
509,machico,32.7,-16.7667,66.83,77,40,17.27,PT,1623026413
510,quelimane,-17.8786,36.8883,62.55,94,40,3.44,MZ,1623026413
511,san vicente,-26.6167,-54.1333,57.92,98,100,1.57,AR,1623026413
512,springfield,37.2153,-93.2982,75.67,90,75,3.0,US,1623026351
513,kariba,-16.5167,28.8,57.24,67,100,3.94,ZW,1623026414
514,great yarmouth,52.6083,1.7305,59.0,63,57,6.91,GB,1623026415
515,bageshwar,29.85,79.7667,72.41,55,4,1.77,IN,1623026415
516,wanning,18.8003,110.3967,84.7,74,20,4.74,CN,1623026416
517,gigmoto,13.7796,124.39,85.5,71,100,5.1,PH,1623026416
518,san pedro,14.35,121.0167,87.31,77,40,1.61,PH,1623026417
519,santarem,-2.4431,-54.7083,78.93,94,0,4.61,BR,1623026199
520,tulun,54.5611,100.5792,55.45,57,48,7.38,RU,1623026417
521,katobu,-4.9408,122.5276,84.49,60,31,6.55,ID,1623026418
522,linxia,35.6003,103.2064,64.04,52,75,1.07,CN,1623026418
523,boyuibe,-20.4167,-63.2833,60.3,89,79,3.11,BO,1623026418
524,kieta,-6.2167,155.6333,84.94,71,15,6.11,PG,1623026419
525,aleppo,36.25,37.5,65.34,65,0,9.75,SY,1623026419
526,leh,34.1667,77.5833,49.35,28,0,6.11,IN,1623026420
527,ponta delgada,37.7333,-25.6667,65.12,82,20,1.14,PT,1623026420
528,moree,-29.4667,149.85,57.22,54,7,8.05,AU,1623026420
529,boa vista,2.8197,-60.6733,84.18,74,40,3.44,BR,1623026421
530,nuuk,64.1835,-51.7216,41.61,100,90,5.75,GL,1623026421
531,kendari,-3.945,122.4989,83.12,70,67,1.74,ID,1623026422
532,sanandaj,35.3144,46.9923,58.77,31,0,1.99,IR,1623026422
533,strzelce opolskie,50.5107,18.3006,61.72,68,100,1.79,PL,1623026423
534,ketchikan,55.3422,-131.6461,54.07,76,75,14.97,US,1623026423
535,bow island,49.8668,-111.3684,65.46,34,100,5.75,CA,1623026423
536,dudinka,69.4058,86.1778,32.65,91,98,7.16,RU,1623026424
537,sawtell,-30.3833,153.1,64.42,52,6,4.61,AU,1623026424
538,verkhoyansk,67.5447,133.385,57.92,31,100,8.72,RU,1623026425
539,filadelfia,39.9523,-75.1638,86.7,60,20,3.0,US,1623026347
540,nouadhibou,20.931,-17.0347,67.98,77,100,19.57,MR,1623026425
541,zaysan,47.4667,84.8667,59.76,35,19,1.57,KZ,1623026426
542,westport,41.1415,-73.3579,85.55,59,1,1.01,US,1623026316
543,lutkun,41.4808,47.6858,53.74,86,8,4.74,RU,1623026427
544,dalby,-27.1833,151.2667,63.3,41,0,1.79,AU,1623026427
545,awbari,26.5921,12.7805,81.88,18,72,10.4,LY,1623026427
546,nantai,40.9241,122.8044,77.49,41,100,6.08,CN,1623026428
547,lodja,-3.4833,23.4333,68.95,98,90,1.23,CD,1623026428
548,deputatskiy,69.3,139.9,47.3,48,78,9.64,RU,1623026429
549,santiago del estero,-27.7951,-64.2615,57.83,76,63,4.23,AR,1623026429
550,norman wells,65.282,-126.8329,55.44,54,75,8.05,CA,1623026429
551,gashua,12.871,11.0482,83.55,49,41,7.92,NG,1623026430
552,pemba,-12.974,40.5178,69.49,80,3,15.48,MZ,1623026430
553,pareora,-44.4871,171.2132,51.19,95,100,1.9,NZ,1623026431
